code,snapshot_date,Unnamed: 0,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
412350,2026-05-13,1277,KR7412350001,레이저쎌,KOSDAQ,기술성장기업부,10240,4,2360,29.95,7800,10240,7500,4503914,43001610855,147817287680,14435282,KSQ
008040,2026-05-13,1278,KR7008040008,사조동아원,KOSPI,,1046,2,-22,-2.06,1078,1092,1041,479772,508159365,147637251600,141144600,STK
004970,2026-05-13,1279,KR7004970000,신라교역,KOSPI,,9220,2,-180,-1.91,9400,9450,9180,19006,175317170,147520000000,16000000,STK
298000,2026-05-13,1280,KR7298000001,효성화학,KOSPI,,38900,0,0,0.0,0,0,0,0,0,147501447900,3791811,STK
067990,2026-05-13,1281,KR7067990002,도이치모터스,KOSDAQ,우량기업부,5050,2,-190,-3.63,5240,5270,5020,207856,1060350240,147366827500,29181550,KSQ
040300,2026-05-13,1282,KR7040300006,YTN,KOSDAQ,중견기업부,3090,2,-5,-0.16,3045,3150,3045,63698,198672080,147321868200,47676980,KSQ
053700,2026-05-13,1283,KR7053700001,삼보모터스,KOSDAQ,우량기업부,5770,1,250,4.53,5520,5790,5400,417904,2364517385,146810541360,25443768,KSQ
033340,2026-05-13,1284,KR7033340001,좋은사람들,KOSDAQ,중견기업부,1509,1,36,2.44,1465,1544,1443,1088213,1641435230,146298392022,96950558,KSQ
123040,2026-05-13,1285,KR7123040008,엠에스오토텍,KOSDAQ,중견기업부,2330,1,60,2.64,2270,2345,2225,230859,529520930,145923936670,62628299,KSQ
019180,2026-05-13,1286,KR7019180009,티에이치엔,KOSPI,,8100,1,390,5.06,7730,8190,7580,515556,4129554870,145800000000,18000000,STK
306620,2026-05-13,1287,KR7306620006,지아이에스,KOSDAQ,벤처기업부,3040,2,-160,-5.0,3190,3190,3025,667276,2060104277,145744239360,47942184,KSQ
071280,2026-05-13,1288,KR7071280002,로체시스템즈,KOSDAQ,우량기업부,9510,3,0,0.0,9510,9790,9290,129640,1233371325,145470694530,15296603,KSQ
047770,2026-05-13,1289,KR7047770003,코데즈컴바인,KOSDAQ,중견기업부,3840,2,-200,-4.95,3990,4135,3835,1577026,6239289576,145315591680,37842602,KSQ
021820,2026-05-13,1290,KR7021820006,세원정공,KOSPI,,14500,1,50,0.35,14450,15170,14180,12984,190241825,145000000000,10000000,STK
094280,2026-05-13,1291,KR7094280005,효성ITX,KOSPI,,12540,2,-20,-0.16,12560,12680,12510,21530,271015710,144939828000,11558200,STK
141000,2026-05-13,1292,KR7141000000,비아트론,KOSDAQ,벤처기업부,11960,1,130,1.1,11840,12180,11660,163112,1949028970,144891931600,12114710,KSQ
005990,2026-05-13,1293,KR7005990007,매일홀딩스,KOSDAQ,우량기업부,10890,2,-30,-0.27,10920,10920,10660,2907,31408390,144818530560,13298304,KSQ
107600,2026-05-13,1294,KR7107600009,새빗켐,KOSDAQ,벤처기업부,25650,2,-850,-3.21,26500,26500,25550,51272,1329408150,144690470100,5640954,KSQ
0007J0,2026-05-13,1295,KR70007J0006,인벤테라,KOSDAQ,기술성장기업부,18390,2,-410,-2.18,18800,19360,18000,91365,1670472910,144650480460,7865714,KSQ
250060,2026-05-13,1296,KR7250060001,모비스,KOSDAQ,기술성장기업부,4480,2,-125,-2.71,4605,4670,4430,540470,2439656572,144127486720,32171314,KSQ
131030,2026-05-13,1297,KR7131030009,옵투스제약,KOSDAQ,우량기업부,8150,2,-60,-0.73,8260,8270,7970,96623,781406075,143819708500,17646590,KSQ
336680,2026-05-13,1298,KR7336680004,탑런토탈솔루션,KOSDAQ,중견기업부,3665,2,-5,-0.14,3700,3730,3615,27012,99163804,143468470070,39145558,KSQ
045970,2026-05-13,1299,KR7045970001,코아시아,KOSDAQ,중견기업부,5440,1,210,4.02,5230,5580,5020,172176,926312150,143152925440,26314876,KSQ
009270,2026-05-13,1300,KR7009270000,신원,KOSPI,,1244,2,-24,-1.89,1265,1285,1243,490854,620099687,142774368892,114770393,STK
079430,2026-05-13,1301,KR7079430005,현대리바트,KOSPI,,7090,2,-110,-1.53,7100,7470,7070,99393,710571055,142609692180,20114202,STK
042510,2026-05-13,1302,KR7042510008,라온시큐어,KOSDAQ,벤처기업부,12710,2,-410,-3.13,13000,13520,12000,479689,6207527510,142417761540,11205174,KSQ
012320,2026-05-13,1303,KR7012320008,경동인베스트,KOSPI,,60200,2,-1200,-1.95,61600,62600,59700,15397,934813100,142374384600,2365023,STK
396470,2026-05-13,1304,KR7396470007,워트,KOSDAQ,중견기업부,8830,2,-170,-1.89,8960,9100,8550,360229,3177159920,142339600000,16120000,KSQ
041520,2026-05-13,1305,KR7041520008,이엘씨,KOSDAQ,투자주의환기종목(소속부없음),11660,2,-80,-0.68,11600,11860,11280,30233,346850465,142120591800,12188730,KSQ
021320,2026-05-13,1306,KR7021320007,KCC건설,KOSDAQ,우량기업부,6640,1,130,2.0,6510,6770,6400,39394,258489450,142096000000,21400000,KSQ
456070,2026-05-13,1307,KR7456070002,이엔셀,KOSDAQ,기술성장기업부,12870,2,-350,-2.65,13220,13450,12800,96961,1265733280,141939587790,11028717,KSQ
475580,2026-05-13,1308,KR7475580007,에이럭스,KOSDAQ,벤처기업부,10410,2,-370,-3.43,10610,11130,10350,241452,2575524645,141835209000,13624900,KSQ
070960,2026-05-13,1309,KR7070960000,모나용평,KOSPI,,2945,1,10,0.34,2935,2960,2865,47556,139049170,141752665685,48133333,STK
080420,2026-05-13,1310,KR7080420003,모다이노칩,KOSDAQ,중견기업부,1774,2,-19,-1.06,1793,1793,1756,10599,18784131,141426157428,79721622,KSQ
214680,2026-05-13,1311,KR7214680001,디알텍,KOSDAQ,벤처기업부,1693,1,13,0.77,1690,1719,1664,240432,407127765,141326655808,83477056,KSQ
215100,2026-05-13,1312,KR7215100009,로보로보,KOSDAQ,벤처기업부,6940,2,-30,-0.43,6970,7250,6890,313225,2202806925,141218270760,20348454,KSQ
052420,2026-05-13,1313,KR7052420007,오성첨단소재,KOSDAQ,우량기업부,1448,0,0,0.0,0,0,0,0,0,141064299008,97420096,KSQ
015890,2026-05-13,1314,KR7015890007,태경산업,KOSPI,,4825,2,-40,-0.82,4835,4890,4810,54795,264877255,141028718750,29228750,STK
104460,2026-05-13,1315,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,13400,2,-20,-0.15,13400,13400,13100,33319,439766770,140942553400,10518101,KSQ
005860,2026-05-13,1316,KR7005860002,한일사료,KOSDAQ,우량기업부,3575,1,45,1.27,3575,3760,3560,1330698,4859045819,140868173875,39403685,KSQ
049720,2026-05-13,1317,KR7049720006,고려신용정보,KOSDAQ,우량기업부,9840,2,-100,-1.01,9900,10010,9830,89595,886373145,140712000000,14300000,KSQ
016710,2026-05-13,1318,KR7016710006,대성홀딩스,KOSPI,,8730,1,730,9.13,8080,8730,7920,30978,254652340,140460977070,16089459,STK
024090,2026-05-13,1319,KR7024090003,디씨엠,KOSPI,,12280,2,-10,-0.08,12300,12340,12260,8007,98428870,139992000000,11400000,STK
263720,2026-05-13,1320,KR7263720005,디앤씨미디어,KOSDAQ,우량기업부,11270,1,270,2.45,11000,11440,11000,27285,306876860,139889900570,12412591,KSQ
063570,2026-05-13,1321,KR7063570006,NICE인프라,KOSDAQ,우량기업부,4080,2,-20,-0.49,4150,4155,4040,57083,233286517,139322730240,34147728,KSQ
065450,2026-05-13,1322,KR7065450009,빅텍,KOSDAQ,벤처기업부,4720,2,-185,-3.77,4960,5140,4705,730113,3529992145,139220190160,29495803,KSQ
020120,2026-05-13,1323,KR7020120002,키다리스튜디오,KOSPI,,3755,2,-85,-2.21,3840,4220,3745,794631,3138877048,139174441330,37063766,STK
007540,2026-05-13,1324,KR7007540008,샘표,KOSPI,,48350,2,-350,-0.72,48800,49000,48200,3603,174706950,139044930000,2875800,STK
078000,2026-05-13,1325,KR7078000007,텔코웨어,KOSPI,,15010,2,-380,-2.47,15020,15390,14820,29753,446301880,138693555770,9240077,STK
0015S0,2026-05-13,1326,KR70015S0005,페스카로,KOSDAQ,기술성장기업부,14030,1,70,0.5,14000,14160,13530,67752,938279850,138430221900,9866730,KSQ
263860,2026-05-13,1327,KR7263860009,지니언스,KOSDAQ,벤처기업부,15200,2,-300,-1.94,15520,15700,15090,40961,629037095,138009920000,9079600,KSQ
950130,2026-05-13,1328,KR8840090003,엑세스바이오,KOSDAQ,외국기업(소속부없음),3650,2,-370,-9.2,4270,4705,3620,8231682,34394794222,137706586800,37727832,KSQ
417970,2026-05-13,1329,KR7417970001,모델솔루션,KOSDAQ,우량기업부,21500,1,650,3.12,21100,22300,20500,302830,6471340500,137529050000,6396700,KSQ
307930,2026-05-13,1330,KR7307930008,컴퍼니케이,KOSDAQ,중견기업부,8810,2,-60,-0.68,8830,9190,8600,108337,967920700,137524100000,15610000,KSQ
493330,2026-05-13,1331,KR7493330005,지에프아이,KOSDAQ,벤처기업부,17890,2,-630,-3.4,18520,19390,17850,35323,650052250,137433591940,7682146,KSQ
002460,2026-05-13,1332,KR7002460004,HS화성,KOSPI,,13530,1,30,0.22,13390,13700,12950,13060,172974420,137329500000,10150000,STK
035000,2026-05-13,1333,KR7035000009,HS애드,KOSPI,,8470,2,-230,-2.64,8660,8660,8470,37226,317834210,137278744680,16207644,STK
225190,2026-05-13,1334,KR7225190008,LK삼양,KOSDAQ,중견기업부,1946,2,-6,-0.31,1952,1979,1900,766741,1487201030,137131584240,70468440,KSQ
107590,2026-05-13,1335,KR7107590002,미원홀딩스,KOSPI,,59000,1,500,0.85,58600,59600,58000,984,57501700,136880000000,2320000,STK
016740,2026-05-13,1336,KR7016740003,두올,KOSPI,,4760,2,-40,-0.83,4800,4865,4680,254593,1208357433,136488354240,28674024,STK
025620,2026-05-13,1337,KR7025620006,차AI헬스케어,KOSPI,,7490,2,-10,-0.13,7510,7640,7350,10423,77501850,136347757770,18203973,STK
156100,2026-05-13,1338,KR7156100000,엘앤케이바이오,KOSDAQ,벤처기업부,6100,2,-50,-0.81,6150,6330,5950,179675,1088561215,136342033300,22351153,KSQ
006620,2026-05-13,1339,KR7006620009,동구바이오제약,KOSDAQ,우량기업부,4780,2,-85,-1.75,4890,4930,4770,100973,485602692,136062661760,28464992,KSQ
366030,2026-05-13,1340,KR7366030005,공구우먼,KOSDAQ,중견기업부,6000,2,-420,-6.54,6330,6330,5980,166683,1006380565,135923100000,22653850,KSQ
122450,2026-05-13,1341,KR7122450000,KX,KOSDAQ,중견기업부,3030,2,-30,-0.98,3070,3130,3030,224830,693016110,135804097020,44819834,KSQ
310200,2026-05-13,1342,KR7310200001,애니플러스,KOSDAQ,중견기업부,2600,2,-55,-2.07,2655,2690,2590,120827,318555935,135623373600,52162836,KSQ
123690,2026-05-13,1343,KR7123690000,한국화장품,KOSPI,,8440,1,50,0.6,8390,8540,8250,111322,930499135,135613920000,16068000,STK
002620,2026-05-13,1344,KR7002620003,제일파마홀딩스,KOSPI,,8490,1,80,0.95,8490,8570,8360,12131,102294370,135613783950,15973355,STK
047820,2026-05-13,1345,KR7047820006,초록뱀미디어,KOSDAQ,중견기업부,5540,1,90,1.65,5450,5770,5360,162806,911801195,135474772200,24453930,KSQ
090470,2026-05-13,1346,KR7090470006,제이스로보틱스,KOSDAQ,벤처기업부,7730,2,-80,-1.02,7630,8100,7620,69837,550857480,135094071620,17476594,KSQ
027970,2026-05-13,1347,KR7027970003,한국제지,KOSPI,,710,3,0,0.0,711,713,704,76536,54188904,135026548270,190178237,STK
086960,2026-05-13,1348,KR7086960002,MDS테크,KOSDAQ,우량기업부,3285,1,255,8.42,3005,3565,2950,10732932,35634998022,134937839880,41076968,KSQ
090850,2026-05-13,1349,KR7090850009,현대이지웰,KOSDAQ,우량기업부,5650,2,-100,-1.74,5750,5750,5570,80399,452247325,134166939650,23746361,KSQ
049950,2026-05-13,1350,KR7049950009,미래컴퍼니,KOSDAQ,중견기업부,15210,1,70,0.46,15140,15750,14820,35386,539249130,134120015640,8817884,KSQ
389030,2026-05-13,1351,KR7389030008,지니너스,KOSDAQ,기술성장기업부,4000,2,-175,-4.19,4215,4235,3795,639918,2539094870,134101780000,33525445,KSQ
413630,2026-05-13,1352,KR7413630005,씨피시스템,KOSDAQ,벤처기업부,3675,1,135,3.81,3570,4170,3500,2514849,9730119448,133904600550,36436626,KSQ
255440,2026-05-13,1353,KR7255440000,야스,KOSDAQ,벤처기업부,10240,2,-370,-3.49,10620,11060,10140,76024,792623100,133713920000,13058000,KSQ
011700,2026-05-13,1354,KR7011700002,한신기계,KOSPI,,4110,2,-150,-3.52,4200,4200,4095,520061,2149482316,133353680610,32446151,STK
460940,2026-05-13,1355,KR7460940000,피앤에스로보틱스,KOSDAQ,기술성장기업부,9900,1,1230,14.19,8680,10800,8440,3561357,35998667745,133207272000,13455280,KSQ
363280,2026-05-13,1356,KR7363280009,티와이홀딩스,KOSPI,,2640,2,-35,-1.31,2675,2700,2585,78018,203940932,133133267520,50429268,STK
149980,2026-05-13,1357,KR7149980005,하이로닉,KOSDAQ,중견기업부,6270,1,710,12.77,5560,6380,5390,461074,2798520810,132888656010,21194363,KSQ
089600,2026-05-13,1358,KR7089600001,KT나스미디어,KOSDAQ,우량기업부,11450,2,-150,-1.29,11660,11660,11400,20330,233429295,132455466350,11568163,KSQ
311320,2026-05-13,1359,KR7311320006,지오엘리먼트,KOSDAQ,기술성장기업부,10500,1,810,8.36,9550,10910,9000,402046,4138902060,132452880000,12614560,KSQ
382840,2026-05-13,1360,KR7382840007,원준,KOSDAQ,중견기업부,8670,2,-280,-3.13,8980,8980,8600,80255,703232795,132404607270,15271581,KSQ
408470,2026-05-13,1361,KR7408470003,한패스,KOSDAQ,중견기업부,12520,2,-490,-3.77,13010,13160,12510,101648,1298817445,132361440000,10572000,KSQ
083420,2026-05-13,1362,KR7083420000,그린케미칼,KOSPI,,5510,1,20,0.36,5580,6100,5400,588206,3350929850,132240000000,24000000,STK
139990,2026-05-13,1363,KR7139990006,아주스틸,KOSPI,,3410,1,10,0.29,3400,3625,3335,195283,688945123,132155961740,38755414,STK
360070,2026-05-13,1364,KR7360070007,탑머티리얼,KOSDAQ,중견기업부,16140,2,-650,-3.87,16300,16630,16040,73511,1194245530,132125962020,8186243,KSQ
091120,2026-05-13,1365,KR7091120006,이엠텍,KOSDAQ,중견기업부,7710,1,460,6.34,7260,7990,7120,195993,1517568900,132094936560,17132936,KSQ
269620,2026-05-13,1366,KR7269620001,시스웍,KOSDAQ,관리종목(소속부없음),889,0,0,0.0,0,0,0,0,0,132090012299,148582691,KSQ
089230,2026-05-13,1367,KR7089230007,THE E&M,KOSDAQ,중견기업부,3630,2,-230,-5.96,3895,3895,3420,534004,1912970672,131846515020,36321354,KSQ
350520,2026-05-13,1368,KR7350520003,이지스레지던스리츠,KOSPI,,3575,2,-90,-2.46,3745,3745,3575,98463,356561596,131796672150,36866202,STK
136150,2026-05-13,1369,KR7136150000,원일티엔아이,KOSDAQ,벤처기업부,15720,2,-230,-1.44,15940,16060,15610,30210,477083420,131749791600,8381030,KSQ
256940,2026-05-13,1370,KR7256940008,킵스파마,KOSDAQ,벤처기업부,6550,2,-100,-1.5,6660,6740,6500,83119,549528110,131511862850,20078147,KSQ
011280,2026-05-13,1371,KR7011280005,태림포장,KOSPI,,1856,2,-33,-1.75,1889,1918,1853,167256,312474536,131415824640,70805940,STK
464490,2026-05-13,1372,KR7464490002,쿼드메디슨,KOSDAQ,기술성장기업부,11440,2,-50,-0.44,11490,11710,11210,73963,849224445,131355372720,11482113,KSQ
205100,2026-05-13,1373,KR7205100001,엑셈,KOSDAQ,벤처기업부,1856,2,-4,-0.22,1920,1920,1831,490226,911335362,131194001088,70686423,KSQ
095720,2026-05-13,1374,KR7095720009,웅진씽크빅,KOSPI,,1154,0,0,0.0,0,0,0,0,0,131156913334,113654171,STK
002390,2026-05-13,1375,KR7002390003,한독,KOSPI,,9510,2,-60,-0.63,9600,9670,9380,25676,243597135,130891198830,13763533,STK
182360,2026-05-13,1376,KR7182360008,큐브엔터,KOSDAQ,우량기업부,8400,2,-150,-1.75,8470,8840,8400,34646,296348700,130618731600,15549849,KSQ
317770,2026-05-13,1377,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,3575,2,-20,-0.56,3595,3600,3480,311604,1106875878,130439398375,36486545,KSQ
066310,2026-05-13,1378,KR7066310004,큐에스아이,KOSDAQ,벤처기업부,14050,2,-130,-0.92,14160,14560,13770,260702,3679723045,130266275050,9271621,KSQ
109610,2026-05-13,1379,KR7109610006,에스와이,KOSDAQ,중견기업부,2660,2,-25,-0.93,2685,2720,2620,204708,547352321,130093684000,48907400,KSQ
067900,2026-05-13,1380,KR7067900001,와이엔텍,KOSDAQ,우량기업부,7140,2,-70,-0.97,7210,7260,7110,69832,500690030,129945565260,18199659,KSQ
443670,2026-05-13,1381,KR7443670005,에스피소프트,KOSDAQ,중견기업부,5250,2,-80,-1.5,5300,5340,5200,124492,653823210,129892308000,24741392,KSQ
014710,2026-05-13,1382,KR7014710008,사조씨푸드,KOSPI,,7540,2,-100,-1.31,7640,7750,7410,9037,67735050,129827814220,17218543,STK
004080,2026-05-13,1383,KR7004080008,신흥,KOSPI,,13800,2,-110,-0.79,13820,13830,13720,5040,69354230,129720000000,9400000,STK
109740,2026-05-13,1384,KR7109740001,디에스케이,KOSDAQ,벤처기업부,5040,1,250,5.22,4800,5100,4660,67609,335085502,129580365600,25710390,KSQ
036010,2026-05-13,1385,KR7036010007,아비코전자,KOSDAQ,중견기업부,9720,2,-60,-0.61,9730,9750,9420,243205,2325671310,129207318480,13292934,KSQ
038110,2026-05-13,1386,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,3130,2,-105,-3.25,3215,3390,3110,1052311,3366219871,128860128100,41169370,KSQ
309960,2026-05-13,1387,KR7309960003,LB인베스트먼트,KOSDAQ,중견기업부,5540,2,-30,-0.54,5590,5610,5450,29718,163987380,128623504060,23217239,KSQ
267290,2026-05-13,1388,KR7267290005,경동도시가스,KOSPI,,21750,2,-450,-2.03,22250,22300,21750,11161,246432625,128225080500,5895406,STK
004250,2026-05-13,1389,KR7004250007,NPC,KOSPI,,3490,2,-45,-1.27,3540,3630,3480,81962,287621515,128152800000,36720000,STK
036220,2026-05-13,1390,KR7036220002,오상헬스케어,KOSDAQ,우량기업부,8950,2,-300,-3.24,9610,9790,8940,276619,2534359290,128069273200,14309416,KSQ
001290,2026-05-13,1391,KR7001290006,상상인증권,KOSPI,,1182,2,-22,-1.83,1193,1216,1159,645528,763772494,128054475840,108337120,STK
331740,2026-05-13,1392,KR7331740001,아우토크립트,KOSDAQ,기술성장기업부,13120,2,-350,-2.6,13470,13600,13050,47423,630264755,127915945920,9749691,KSQ
052260,2026-05-13,1393,KR7052260007,현대바이오랜드,KOSDAQ,우량기업부,4260,1,20,0.47,4260,4270,4210,63309,268186141,127800000000,30000000,KSQ
044990,2026-05-13,1394,KR7044990000,에이치엔에스하이텍,KOSDAQ,기술성장기업부,16560,2,-40,-0.24,16600,17090,16320,85714,1433071175,127270638000,7685425,KSQ
005800,2026-05-13,1395,KR7005800008,신영와코루,KOSPI,,14080,1,110,0.79,14230,14960,13880,14504,208039720,126720000000,9000000,STK
052860,2026-05-13,1396,KR7052860004,아이앤씨,KOSDAQ,벤처기업부,7070,1,170,2.46,6900,7130,6700,57604,400065350,126290377780,17862854,KSQ
036690,2026-05-13,1397,KR7036690006,코맥스,KOSDAQ,관리종목(소속부없음),2885,0,0,0.0,0,0,0,0,0,125692107675,43567455,KSQ
014580,2026-05-13,1398,KR7014580005,태경비케이,KOSPI,,4555,2,-20,-0.44,4565,4675,4535,92183,423261800,125641020500,27583100,STK
002220,2026-05-13,1399,KR7002220002,한일철강,KOSPI,,4705,3,0,0.0,4700,4745,4300,247733,1132074845,125611549300,26697460,STK
273640,2026-05-13,1400,KR7273640003,와이엠텍,KOSDAQ,벤처기업부,11450,2,-300,-2.55,11980,11980,11340,156032,1808576235,125560700000,10966000,KSQ
014530,2026-05-13,1401,KR7014530000,극동유화,KOSPI,,3600,2,-30,-0.83,3635,3730,3590,247890,904406370,125529912000,34869420,STK
023800,2026-05-13,1402,KR7023800006,인지컨트롤스,KOSPI,,7940,2,-30,-0.38,7970,8110,7830,92823,738555505,125525024180,15809197,STK
076610,2026-05-13,1403,KR7076610005,해성옵틱스,KOSDAQ,벤처기업부,2360,1,100,4.42,2270,2710,2120,6970796,17006086987,125494038400,53175440,KSQ
370090,2026-05-13,1404,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,14650,1,250,1.74,14400,15530,14010,245167,3618290365,125357559500,8556830,KSQ
084670,2026-05-13,1405,KR7084670009,동양고속,KOSPI,,43250,4,9950,29.88,33300,43250,32950,110733,4635601100,125233359250,2895569,STK
025950,2026-05-13,1406,KR7025950007,동신건설,KOSDAQ,우량기업부,14900,2,-180,-1.19,15080,15450,14900,46202,703669455,125160000000,8400000,KSQ
096250,2026-05-13,1407,KR7096250006,와이즈넛,KOSDAQ,기술성장기업부,9530,1,30,0.32,9500,9690,9400,33903,323437220,124893928320,13105344,KSQ
321260,2026-05-13,1408,KR7321260002,프로이천,KOSDAQ,벤처기업부,4430,1,455,11.45,3890,4780,3690,15163251,67120761077,124890932120,28192084,KSQ
067000,2026-05-13,1409,KR7067000000,조이시티,KOSDAQ,중견기업부,1785,2,-74,-3.98,1806,1900,1774,450371,815632941,124777651110,69903446,KSQ
086710,2026-05-13,1410,KR7086710001,선진뷰티사이언스,KOSDAQ,우량기업부,10210,2,-100,-0.97,10190,10430,10080,38586,393352965,124595488800,12203280,KSQ
013570,2026-05-13,1411,KR7013570007,디와이,KOSPI,,4730,2,-125,-2.57,4810,4945,4720,133969,643583797,124491864090,26319633,STK
101330,2026-05-13,1412,KR7101330009,모베이스,KOSDAQ,중견기업부,5370,2,-530,-8.98,5900,6200,5340,3591406,20817361895,124299545730,23147029,KSQ
029480,2026-05-13,1413,KR7029480001,광무,KOSDAQ,중견기업부,2075,1,25,1.22,2050,2130,2020,205903,428887300,123917198900,59719132,KSQ
065440,2026-05-13,1414,KR7065440000,이루온,KOSDAQ,벤처기업부,4515,2,-330,-6.81,4845,5200,4400,8201883,39134471829,123146715300,27275020,KSQ
072950,2026-05-13,1415,KR7072950009,빛샘전자,KOSDAQ,벤처기업부,15290,2,-1620,-9.58,16400,16480,15210,787011,12280131335,123124406900,8052610,KSQ
476040,2026-05-13,1416,KR7476040001,오가노이드사이언스,KOSDAQ,기술성장기업부,18620,1,240,1.31,18380,19370,18000,65663,1230303580,122626851200,6585760,KSQ
226400,2026-05-13,1417,KR7226400000,오스테오닉,KOSDAQ,기술성장기업부,5930,1,30,0.51,5900,6040,5790,216061,1274570585,122523293930,20661601,KSQ
451220,2026-05-13,1418,KR7451220008,아이엠티,KOSDAQ,기술성장기업부,15550,1,220,1.44,15000,16200,14660,252102,3872105350,122450201050,7874611,KSQ
009780,2026-05-13,1419,KR7009780008,엠에스씨,KOSDAQ,우량기업부,6950,3,0,0.0,6950,6970,6840,26927,185419110,122320000000,17600000,KSQ
054050,2026-05-13,1420,KR7054050000,NH농우바이오,KOSDAQ,우량기업부,7620,1,10,0.13,7610,7750,7590,31922,243999550,122152874820,16030561,KSQ
015590,2026-05-13,1421,KR7015590003,DKME,KOSPI,,2575,0,0,0.0,0,0,0,0,0,122045493100,47396308,STK
246710,2026-05-13,1422,KR7246710008,티앤알바이오팹,KOSDAQ,기술성장기업부,2555,2,-55,-2.11,2610,2720,2555,312906,820023876,121782807720,47664504,KSQ
004140,2026-05-13,1423,KR7004140000,동방,KOSPI,,2530,2,-10,-0.39,2545,2630,2520,562881,1449351039,121368567980,47971766,STK
007210,2026-05-13,1424,KR7007210008,벽산,KOSPI,,1854,2,-38,-2.01,1892,1910,1840,512930,957127935,121177440000,65360000,STK
049520,2026-05-13,1425,KR7049520000,유아이엘,KOSDAQ,우량기업부,3925,1,60,1.55,3865,3940,3830,84166,328369527,121057303125,30842625,KSQ
035080,2026-05-13,1426,KR7035080001,그래디언트,KOSDAQ,중견기업부,10570,2,-230,-2.13,10800,10800,10030,52149,548959835,120828671880,11431284,KSQ
079810,2026-05-13,1427,KR7079810008,APS이노베이션,KOSDAQ,우량기업부,5590,1,140,2.57,5390,5720,5360,341508,1901921940,120342045460,21528094,KSQ
023900,2026-05-13,1428,KR7023900004,풍국주정,KOSDAQ,우량기업부,9550,2,-80,-0.83,9620,9840,9490,61790,595242100,120330000000,12600000,KSQ
000440,2026-05-13,1429,KR7000440008,중앙에너비스,KOSDAQ,중견기업부,19310,2,-130,-0.67,19890,20150,19100,91885,1791938500,120245880300,6227130,KSQ
317830,2026-05-13,1430,KR7317830008,에스피시스템스,KOSDAQ,벤처기업부,11150,1,310,2.86,10800,11850,10510,408948,4550782245,120128070700,10773818,KSQ
424960,2026-05-13,1431,KR7424960003,스마트레이더시스템,KOSDAQ,기술성장기업부,7280,1,370,5.35,6970,7390,6780,298305,2134680615,120011600800,16485110,KSQ
001020,2026-05-13,1432,KR7001020007,페이퍼코리아,KOSPI,,674,0,0,0.0,0,0,0,0,0,119960752962,177983313,STK
131370,2026-05-13,1433,KR7131370009,알서포트,KOSDAQ,벤처기업부,2250,2,-10,-0.44,2260,2315,2210,177561,399454343,119850936750,53267083,KSQ
253840,2026-05-13,1434,KR7253840003,수젠텍,KOSDAQ,중견기업부,7150,1,300,4.38,7250,7970,6870,15050799,112400739810,119713880000,16743200,KSQ
432470,2026-05-13,1435,KR7432470003,케이엔에스,KOSDAQ,벤처기업부,13640,1,340,2.56,13310,14100,12990,96313,1312960110,119644023840,8771556,KSQ
120030,2026-05-13,1436,KR7120030002,조선선재,KOSPI,,95100,2,-1300,-1.35,96400,96400,95100,1701,162379950,119602610100,1257651,STK
117670,2026-05-13,1437,KR7117670000,알파칩스,KOSDAQ,벤처기업부,17910,2,-330,-1.81,18890,18890,17770,20111,362083830,119311799220,6661742,KSQ
006140,2026-05-13,1438,KR7006140008,피제이전자,KOSDAQ,우량기업부,8000,1,800,11.11,7200,8300,7090,1172993,9306466525,118920000000,14865000,KSQ
217330,2026-05-13,1439,KR7217330000,싸이토젠,KOSDAQ,기술성장기업부,5140,2,-230,-4.28,5380,5450,5100,323273,1679743980,118885871580,23129547,KSQ
330730,2026-05-13,1440,KR7330730003,스톤브릿지벤처스,KOSDAQ,벤처기업부,6520,1,220,3.49,6190,6700,6190,227820,1493144925,118780251600,18217830,KSQ
339950,2026-05-13,1441,KR7339950008,아이비김영,KOSDAQ,우량기업부,2640,1,50,1.93,2600,2665,2565,128883,336605610,118659169200,44946655,KSQ
059270,2026-05-13,1442,KR7059270009,해성에어로보틱스,KOSDAQ,기술성장기업부,10620,1,600,5.99,10020,10960,9830,884472,9380633420,118575475380,11165299,KSQ
067830,2026-05-13,1443,KR7067830000,세이브존I&C,KOSPI,,2875,2,-40,-1.37,2910,2925,2830,74493,213929627,117992573125,41040895,STK
073560,2026-05-13,1444,KR7073560005,우리손에프앤지,KOSDAQ,우량기업부,1697,1,3,0.18,1680,1727,1679,212939,360674689,117496280171,69237643,KSQ
100130,2026-05-13,1445,KR7100130004,동국S&C,KOSDAQ,중견기업부,2055,2,-75,-3.52,2110,2155,2030,221362,457319700,117428865000,57143000,KSQ
227840,2026-05-13,1446,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,12900,2,-130,-1.0,13390,13390,12770,20669,266578115,117400784400,9100836,STK
052900,2026-05-13,1447,KR7052900008,KX하이텍,KOSDAQ,우량기업부,1681,1,195,13.12,1470,1750,1467,13361687,22093032904,116797950992,69481232,KSQ
